Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785041284,12,POST,SEARCH POST /api/v1/search,6.750000,0.000000,110,160,180,200,250,300,440,480,480,480,480,88,0,110,147.95645454546502,51.63220000031288,476.21950000029756,8116.363636363636
1785041284,12,POST,SETUP POST /api/v1/auth/login,1.500000,0.000000,330,330,330,340,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041284,12,POST,TTFB POST /v1/chat/completions,6.375000,0.000000,54,66,81,100,170,230,310,350,350,350,350,81,0,54,76.43835555562099,21.539700001085293,347.37999999924796,0.0
1785041284,12,,Aggregated,21.750000,0.000000,70,100,140,170,250,310,340,400,480,480,480,267,0,70,101.61374981277156,8.763900001213187,476.21950000029756,2953.4681647940074
1785041285,12,GET,API GET /api/v1/users/me,7.666667,0.000000,21,30,40,43,87,240,280,290,290,290,290,98,0,21,44.412182653141656,8.763900001213187,290.0907000002917,766.0
1785041285,12,POST,SEARCH POST /api/v1/search,7.111111,0.000000,110,160,180,200,250,300,440,480,480,480,480,95,0,110,143.2603957895289,51.63220000031288,476.21950000029756,8116.347368421053
1785041285,12,POST,SETUP POST /api/v1/auth/login,1.333333,0.000000,330,330,330,340,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041285,12,POST,TTFB POST /v1/chat/completions,6.666667,0.000000,50,66,81,93,160,230,310,350,350,350,350,94,0,50,73.01751276601011,21.539700001085293,347.37999999924796,0.0
1785041285,12,,Aggregated,22.777778,0.000000,63,92,120,160,240,310,340,400,480,480,480,299,0,64,95.73981939805081,8.763900001213187,476.21950000029756,2858.1304347826085
1785041286,12,GET,API GET /api/v1/users/me,7.900000,0.000000,21,30,39,43,80,210,250,280,290,290,290,109,0,21,42.06937798171733,8.763900001213187,290.0907000002917,766.0
1785041286,12,POST,SEARCH POST /api/v1/search,7.500000,0.000000,110,140,170,180,240,300,440,480,480,480,480,102,0,110,141.27669705889204,51.63220000031288,476.21950000029756,8116.333333333333
1785041286,12,POST,SETUP POST /api/v1/auth/login,1.200000,0.000000,330,330,340,340,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041286,12,POST,TTFB POST /v1/chat/completions,7.200000,0.000000,47,65,81,92,130,170,260,310,350,350,350,109,0,47,69.78354128439422,21.539700001085293,347.37999999924796,0.0
1785041286,12,,Aggregated,23.800000,0.000000,57,87,110,130,210,260,330,360,480,480,480,332,0,58,91.57415542172367,8.763900001213187,476.21950000029756,2770.5421686746986
1785041287,12,GET,API GET /api/v1/users/me,8.600000,0.000000,22,31,40,42,74,140,240,240,250,250,250,120,0,21,40.8283966667265,8.763900001213187,290.0907000002917,766.0
1785041287,12,POST,SEARCH POST /api/v1/search,8.900000,0.000000,110,130,160,180,240,260,400,440,480,480,480,114,0,110,137.5548184211144,51.63220000031288,476.21950000029756,8116.298245614035
1785041287,12,POST,SETUP POST /api/v1/auth/login,1.200000,0.000000,340,340,360,360,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041287,12,POST,TTFB POST /v1/chat/completions,8.100000,0.000000,49,66,80,89,120,160,170,180,230,230,230,121,0,49,69.32381487601282,20.835000001170556,347.37999999924796,0.0
1785041287,12,,Aggregated,26.800000,0.000000,57,86,100,120,180,240,310,360,480,480,480,367,0,60,89.28955531338116,8.763900001213187,476.21950000029756,2794.6539509536783
1785041288,12,GET,API GET /api/v1/users/me,9.600000,0.000000,21,29,35,39,52,78,87,140,140,140,140,129,0,21,39.30136744190892,8.637000000817352,290.0907000002917,766.0
1785041288,12,POST,SEARCH POST /api/v1/search,9.400000,0.000000,100,120,140,160,210,240,260,300,310,310,310,125,0,110,132.2884848000831,51.63220000031288,476.21950000029756,8116.264
1785041288,12,POST,SETUP POST /api/v1/auth/login,0.900000,0.000000,340,340,360,360,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041288,12,POST,TTFB POST /v1/chat/completions,9.500000,0.000000,45,65,76,85,110,140,170,170,180,180,180,135,0,45,65.56269925923617,20.835000001170556,347.37999999924796,0.0
1785041288,12,,Aggregated,29.400000,0.000000,53,78,93,100,140,180,240,260,310,310,310,401,0,56,85.42974987534322,8.637000000817352,476.21950000029756,2797.5236907730673
1785041289,12,GET,API GET /api/v1/users/me,10.200000,0.000000,19,29,37,40,57,74,83,87,140,140,140,141,0,20,38.18772482276124,8.281599999463651,290.0907000002917,766.0
1785041289,12,POST,SEARCH POST /api/v1/search,9.700000,0.000000,99,120,130,150,210,240,260,300,310,310,310,138,0,110,128.82766739138512,51.16009999983362,476.21950000029756,8116.202898550725
1785041289,12,POST,SETUP POST /api/v1/auth/login,0.600000,0.000000,340,340,360,360,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041289,12,POST,TTFB POST /v1/chat/completions,10.700000,0.000000,43,62,76,85,110,140,170,170,180,180,180,145,0,45,63.560126206859174,20.835000001170556,347.37999999924796,0.0
1785041289,12,,Aggregated,31.200000,0.000000,52,78,92,100,130,180,240,260,310,310,310,436,0,54,82.98012362388572,8.281599999463651,476.21950000029756,2836.0137614678897
1785041290,12,GET,API GET /api/v1/users/me,10.500000,0.000000,19,28,39,41,58,74,83,87,140,140,140,156,0,19,36.898732692372086,8.281599999463651,290.0907000002917,766.0
1785041290,12,POST,SEARCH POST /api/v1/search,10.200000,0.000000,92,110,120,140,210,240,260,300,310,310,310,150,0,100,126.30457533341541,51.16009999983362,476.21950000029756,8116.18
1785041290,12,POST,SETUP POST /api/v1/auth/login,0.300000,0.000000,340,340,360,360,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041290,12,POST,TTFB POST /v1/chat/completions,10.800000,0.000000,41,54,66,81,110,140,170,170,180,180,180,154,0,43,61.91374480517111,20.835000001170556,347.37999999924796,0.0
1785041290,12,,Aggregated,31.800000,0.000000,51,76,87,100,130,170,240,260,310,310,310,472,0,53,80.58693559325809,8.281599999463651,476.21950000029756,2850.387711864407
1785041291,12,GET,API GET /api/v1/users/me,10.000000,0.000000,17,23,35,40,57,64,78,80,140,140,140,166,0,19,35.60617891569739,8.281599999463651,290.0907000002917,766.0
1785041291,12,POST,SEARCH POST /api/v1/search,10.500000,0.000000,90,110,120,130,160,210,240,300,310,310,310,167,0,100,121.56570179646594,47.902399999657064,476.21950000029756,8116.167664670658
1785041291,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,340,340,360,360,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041291,12,POST,TTFB POST /v1/chat/completions,11.500000,0.000000,41,56,66,80,100,130,170,170,170,170,170,160,0,43,62.0483587499848,20.835000001170556,347.37999999924796,0.0
1785041291,12,,Aggregated,32.000000,0.000000,51,73,85,95,120,160,200,240,310,310,310,505,0,54,79.08963089111339,8.281599999463651,476.21950000029756,2952.506930693069
1785041292,12,GET,API GET /api/v1/users/me,10.400000,0.000000,18,24,38,41,57,62,78,80,140,140,140,178,0,19,34.981115730342836,8.281599999463651,290.0907000002917,766.0
1785041292,12,POST,SEARCH POST /api/v1/search,11.000000,0.000000,89,110,120,130,160,210,240,300,310,310,310,179,0,97,118.95003296092138,47.902399999657064,476.21950000029756,8116.156424581006
1785041292,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,340,340,360,360,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041292,12,POST,TTFB POST /v1/chat/completions,11.000000,0.000000,41,52,66,76,100,110,160,170,170,170,170,169,0,43,60.97567100589553,20.835000001170556,347.37999999924796,0.0
1785041292,12,,Aggregated,32.400000,0.000000,51,68,83,92,120,150,200,240,310,310,310,538,0,53,77.36805055762343,8.281599999463651,476.21950000029756,2969.5167286245355
1785041293,12,GET,API GET /api/v1/users/me,10.700000,0.000000,17,23,35,39,55,62,78,80,140,140,140,190,0,19,34.06581473686138,8.281599999463651,290.0907000002917,766.0
1785041293,12,POST,SEARCH POST /api/v1/search,10.900000,0.000000,89,110,120,130,160,210,240,300,310,310,310,188,0,95,116.81212925536106,47.902399999657064,476.21950000029756,8116.148936170212
1785041293,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,340,340,360,360,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041293,12,POST,TTFB POST /v1/chat/completions,11.300000,0.000000,41,50,63,78,100,110,160,170,170,170,170,182,0,43,59.76930549448817,20.835000001170556,347.37999999924796,0.0
1785041293,12,,Aggregated,32.900000,0.000000,49,67,81,92,120,150,200,240,310,310,310,572,0,52,75.36997727274039,8.281599999463651,476.21950000029756,2936.7762237762236
1785041294,12,GET,API GET /api/v1/users/me,10.900000,0.000000,15,20,27,33,45,58,62,62,71,71,71,204,0,18,32.72616715687892,8.281599999463651,290.0907000002917,766.0
1785041294,12,POST,SEARCH POST /api/v1/search,11.300000,0.000000,83,99,110,120,130,150,160,170,190,190,190,194,0,95,115.77497216496772,47.902399999657064,476.21950000029756,8116.144329896907
1785041294,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,340,340,360,360,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041294,12,POST,TTFB POST /v1/chat/completions,11.100000,0.000000,39,46,51,58,83,97,110,110,120,120,120,192,0,42,58.56853124997959,20.835000001170556,347.37999999924796,0.0
1785041294,12,,Aggregated,33.300000,0.000000,41,59,71,82,100,120,140,160,190,190,190,602,0,51,73.392141196017,8.281599999463651,476.21950000029756,2889.1295681063125
1785041295,12,GET,API GET /api/v1/users/me,10.900000,0.000000,16,22,33,38,43,55,62,62,71,71,71,221,0,18,32.317448868776424,8.281599999463651,290.0907000002917,766.0
1785041295,12,POST,SEARCH POST /api/v1/search,11.500000,0.000000,85,99,110,110,130,140,160,160,190,190,190,204,0,94,114.5135852941309,47.902399999657064,476.21950000029756,8116.142156862745
1785041295,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,340,340,360,360,360,360,360,360,360,360,360,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041295,12,POST,TTFB POST /v1/chat/completions,10.900000,0.000000,39,46,51,59,80,97,110,110,120,120,120,201,0,42,58.28828855719711,20.835000001170556,347.37999999924796,0.0
1785041295,12,,Aggregated,33.300000,0.000000,41,60,73,83,100,120,140,150,190,190,190,638,0,49,72.13056724137621,8.281599999463651,476.21950000029756,2873.728840125392
1785041296,12,GET,API GET /api/v1/users/me,11.100000,0.000000,15,22,30,35,41,55,62,62,71,71,71,237,0,18,31.247400421932767,8.281599999463651,290.0907000002917,766.0
1785041296,12,POST,SEARCH POST /api/v1/search,11.300000,0.000000,81,94,100,110,120,140,150,150,160,160,160,212,0,92,112.77073443397109,47.902399999657064,476.21950000029756,8116.13679245283
1785041296,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041296,12,POST,TTFB POST /v1/chat/completions,11.000000,0.000000,39,46,51,57,72,83,91,110,110,110,110,212,0,42,57.692022641491214,19.64419999967504,347.37999999924796,0.0
1785041296,12,,Aggregated,33.400000,0.000000,41,58,71,76,99,110,130,140,160,160,160,673,0,48,70.34794457651587,8.281599999463651,476.21950000029756,2838.964338781575
1785041297,12,GET,API GET /api/v1/users/me,11.800000,0.000000,15,21,29,35,42,55,62,62,71,71,71,250,0,18,30.91188839998358,8.281599999463651,290.0907000002917,766.0
1785041297,12,POST,SEARCH POST /api/v1/search,10.500000,0.000000,78,91,99,100,120,140,150,150,160,160,160,225,0,92,110.94748044444714,47.902399999657064,476.21950000029756,8116.124444444445
1785041297,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041297,12,POST,TTFB POST /v1/chat/completions,11.100000,0.000000,38,45,49,54,68,79,91,91,110,110,110,224,0,42,56.8939071428401,19.64419999967504,347.37999999924796,0.0
1785041297,12,,Aggregated,33.400000,0.000000,40,58,68,74,92,110,130,140,160,160,160,711,0,48,69.24869015470014,8.281599999463651,476.21950000029756,2849.631504922644
1785041298,12,GET,API GET /api/v1/users/me,12.200000,0.000000,16,24,30,35,42,55,62,62,71,71,71,261,0,18,30.73324482757295,8.281599999463651,290.0907000002917,766.0
1785041298,12,POST,SEARCH POST /api/v1/search,10.900000,0.000000,76,91,100,100,120,140,150,150,160,160,160,237,0,91,109.0701729957616,47.902399999657064,476.21950000029756,8116.118143459916
1785041298,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041298,12,POST,TTFB POST /v1/chat/completions,10.500000,0.000000,39,47,51,56,71,83,91,110,110,110,110,234,0,41,56.195132905929476,19.64419999967504,347.37999999924796,0.0
1785041298,12,,Aggregated,33.600000,0.000000,41,58,68,73,94,120,130,140,160,160,160,744,0,47,68.30792647846592,8.281599999463651,476.21950000029756,2865.4650537634407
1785041300,12,GET,API GET /api/v1/users/me,12.800000,0.000000,17,24,30,34,41,44,55,60,62,62,62,272,0,18,30.349270220573786,8.281599999463651,290.0907000002917,766.0
1785041300,12,POST,SEARCH POST /api/v1/search,10.900000,0.000000,73,88,94,100,120,130,140,140,160,160,160,255,0,91,107.4234329411482,47.902399999657064,476.21950000029756,8116.098039215686
1785041300,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041300,12,POST,TTFB POST /v1/chat/completions,9.900000,0.000000,41,50,55,59,74,83,91,110,110,110,110,242,0,42,56.109590082590984,19.64419999967504,347.37999999924796,0.0
1785041300,12,,Aggregated,33.600000,0.000000,42,58,67,73,92,110,120,130,160,160,160,781,0,48,67.89619206142764,8.281599999463651,476.21950000029756,2927.550576184379
1785041301,12,GET,API GET /api/v1/users/me,12.900000,0.000000,17,24,29,34,41,44,55,60,62,62,62,283,0,18,29.80382897524581,8.281599999463651,290.0907000002917,766.0
1785041301,12,POST,SEARCH POST /api/v1/search,11.100000,0.000000,74,87,94,100,120,120,130,140,140,140,140,266,0,89,105.99562593979088,47.902399999657064,476.21950000029756,8116.082706766917
1785041301,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041301,12,POST,TTFB POST /v1/chat/completions,10.100000,0.000000,39,46,51,55,72,80,91,91,91,91,91,249,0,41,55.34217951802031,19.64419999967504,347.37999999924796,0.0
1785041301,12,,Aggregated,34.100000,0.000000,40,56,65,73,91,110,120,130,140,140,140,810,0,47,66.92586555551249,8.281599999463651,476.21950000029756,2943.3530864197533
1785041302,12,GET,API GET /api/v1/users/me,13.200000,0.000000,18,24,29,34,41,44,47,62,68,68,68,288,0,18,29.85604583330491,8.281599999463651,290.0907000002917,766.0
1785041302,12,POST,SEARCH POST /api/v1/search,11.300000,0.000000,77,91,100,110,130,160,210,240,240,240,240,278,0,90,107.63445035966163,47.902399999657064,476.21950000029756,8116.097122302158
1785041302,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041302,12,POST,TTFB POST /v1/chat/completions,9.500000,0.000000,41,51,56,63,80,93,130,140,140,140,140,263,0,43,56.35519505699017,19.64419999967504,347.37999999924796,0.0
1785041302,12,,Aggregated,34.000000,0.000000,43,59,72,76,99,120,140,200,240,240,240,841,0,49,67.94621046369235,8.281599999463651,476.21950000029756,2955.2235434007134
1785041303,12,GET,API GET /api/v1/users/me,12.900000,0.000000,18,27,30,35,41,45,68,97,110,110,110,294,0,18,30.31786734691752,8.281599999463651,290.0907000002917,766.0
1785041303,12,POST,SEARCH POST /api/v1/search,11.700000,0.000000,85,100,110,120,180,260,350,350,410,410,410,289,0,92,112.68778650515856,47.902399999657064,476.21950000029756,8116.114186851211
1785041303,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041303,12,POST,TTFB POST /v1/chat/completions,9.700000,0.000000,41,51,60,66,91,130,170,170,170,170,170,273,0,43,57.05388754574078,19.64419999967504,347.37999999924796,0.0
1785041303,12,,Aggregated,34.300000,0.000000,45,63,75,86,120,160,260,350,410,410,410,868,0,49,70.1110171658651,8.281599999463651,476.21950000029756,2971.4527649769584
1785041304,12,GET,API GET /api/v1/users/me,12.200000,0.000000,20,29,34,37,43,47,97,110,110,110,110,304,0,18,30.230624013142915,8.281599999463651,290.0907000002917,766.0
1785041304,12,POST,SEARCH POST /api/v1/search,11.100000,0.000000,85,110,120,140,210,260,350,350,410,410,410,301,0,92,114.04511063121384,47.902399999657064,476.21950000029756,8116.119601328904
1785041304,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041304,12,POST,TTFB POST /v1/chat/completions,10.100000,0.000000,45,55,71,75,130,170,170,170,170,170,170,282,0,43,58.211819858122084,19.64419999967504,347.37999999924796,0.0
1785041304,12,,Aggregated,33.400000,0.000000,49,68,83,92,140,180,260,350,410,410,410,899,0,50,70.89415962178015,8.281599999463651,476.21950000029756,2985.8464961067853
1785041305,12,GET,API GET /api/v1/users/me,11.600000,0.000000,20,29,32,36,45,56,97,110,110,110,110,316,0,19,30.30147974682165,8.281599999463651,290.0907000002917,766.0
1785041305,12,POST,SEARCH POST /api/v1/search,11.000000,0.000000,86,110,130,160,210,260,350,350,410,410,410,309,0,92,114.15938058250347,47.902399999657064,476.21950000029756,8116.126213592233
1785041305,12,POST,SETUP POST /api/v1/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,12,0,320,316.7023583332593,270.0133999987884,362.77960000006715,705.0
1785041305,12,POST,TTFB POST /v1/chat/completions,10.400000,0.000000,46,56,72,82,130,170,170,170,170,170,170,290,0,43,58.39490448272735,19.64419999967504,347.37999999924796,0.0
